text,category,sentiment,priority,tamil,tanglish,translation_status,model
Are there downsides to using a disposable virtual cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் விர்ச்சுவல் அட்டைகளைப் பயன்படுத்துவதில் ஏதேனும் தீமைகள் உண்டா?,Disposable virtual cards use panrathula ethachum downsides iruka?,completed,gemini-3.5-flash
how many transactions can go on a disposable card?,disposable_card_limits,Positive,Low,ஒருமுறை பயன்படுத்தும் அட்டையில் எத்தனை பரிமாற்றங்கள் செய்யப்படலாம்?,Oru disposable card la ethana transactions panna mudiyum?,completed,gemini-3.5-flash
Is there a transaction limit for a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டைக்கு பரிமாற்ற எல்லை ஏதேனும் உண்டா?,Oru disposable card ku transaction limit ethachum iruka?,completed,gemini-3.5-flash
I need more than one disposable card,disposable_card_limits,Positive,Low,எனக்கு ஒன்றுக்கு மேற்பட்ட ஒருமுறை பயன்படுத்தும் அட்டை தேவை.,Enaku onnuku mela disposable card venum.,completed,gemini-3.5-flash
What is the maximum number of transactions that I can put on a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டையில் நான் செய்யக்கூடிய அதிகபட்ச பரிமாற்றங்களின் எண்ணிக்கை என்ன?,Oru disposable card la naan panna koodiya maximum transactions count enna?,completed,gemini-3.5-flash
I am required to make several disposable cards every day.,disposable_card_limits,Neutral,Low,நான் ஒவ்வொரு நாளும் பல ஒருமுறை பயன்படுத்தும் அட்டைகளை உருவாக்க வேண்டியுள்ளது.,Naan ovvoru naalum pala disposable cards panna vendi iruku.,completed,gemini-3.5-flash
I must make several disposable cards every day.,disposable_card_limits,Neutral,Low,நான் ஒவ்வொரு நாளும் பல ஒருமுறை பயன்படுத்தும் அட்டைகளை கண்டிப்பாக உருவாக்க வேண்டும்.,Naan ovvoru naalum pala disposable cards kandippa panna vendum.,completed,gemini-3.5-flash
Where can I use a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டையை நான் எங்கே பயன்படுத்தலாம்?,Naan disposable card ah enga use panna mudiyum?,completed,gemini-3.5-flash
Are there limits on the virtual cards?,disposable_card_limits,Neutral,Low,விர்ச்சுவல் அட்டைகளில் எல்லைகள் உண்டா?,Virtual cards la limits iruka?,completed,gemini-3.5-flash
How many disposable cards can you own?,disposable_card_limits,Positive,Low,உங்களிடம் எத்தனை ஒருமுறை பயன்படுத்தும் அட்டைகள் இருக்க முடியும்?,Ungalita ethana disposable cards iruka mudiyum?,completed,gemini-3.5-flash
Can you tell me more about limits to disposable virtual cards?,disposable_card_limits,Positive,Low,ஒருமுறை பயன்படுத்தும் விர்ச்சுவல் அட்டைகளுக்கான எல்லைகளைப் பற்றி எனக்கு மேலும் கூற முடியுமா?,Disposable virtual cards oda limits pathi enaku innum solla mudiyuma?,completed,gemini-3.5-flash
How many transactions can I do with a disposable card?,disposable_card_limits,Positive,Low,ஒருமுறை பயன்படுத்தும் அட்டையைக் கொண்டு நான் எத்தனை பரிமாற்றங்களைச் செய்ய முடியும்?,Oru disposable card vachu naan ethana transactions panna mudiyum?,completed,gemini-3.5-flash
How many payments can I make using a virtual card?,disposable_card_limits,Positive,Low,விர்ச்சுவல் அட்டையைப் பயன்படுத்தி நான் எத்தனை கொடுப்பனவுகளைச் செய்ய முடியும்?,Virtual card use panni naan ethana payments panna mudiyum?,completed,gemini-3.5-flash
What is the maximum number of transactions I can do with a disposable card?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் அட்டையைக் கொண்டு நான் செய்யக்கூடிய அதிகபட்ச பரிமாற்றங்களின் எண்ணிக்கை என்ன?,Oru disposable card vachu naan panna koodiya maximum transactions count enna?,completed,gemini-3.5-flash
Can you tell me if there are limits to disposable virtual cards?,disposable_card_limits,Neutral,Low,ஒருமுறை பயன்படுத்தும் விர்ச்சுவல் அட்டைகளுக்கு எல்லைகள் உண்டா என்று எனக்குச் சொல்ல முடியுமா?,Disposable virtual cards ku limits iruka nu enaku solla mudiyuma?,completed,gemini-3.5-flash
What are the rules for using disposable virtual cards?,disposable_card_limits,Neutral,Low,டிஸ்போசிபிள் விர்ச்சுவல் கார்டுகளைப் பயன்படுத்துவதற்கான விதிகள் என்ன?,Disposable virtual cards use panrathukaana rules enna?,completed,gemini-3.5-flash
What are the disposable virtual card limits?,disposable_card_limits,Neutral,Low,டிஸ்போசிபிள் விர்ச்சுவல் கார்டுகளின் வரம்புகள் என்ன?,Disposable virtual card limits enna?,completed,gemini-3.5-flash
How many disposable cards can I have at one time?,disposable_card_limits,Positive,Low,ஒரே நேரத்தில் என்னிடம் எத்தனை டிஸ்போசிபிள் கார்டுகள் இருக்க முடியும்?,Orey nerathula en kitta ethana disposable cards iruka mudiyum?,completed,gemini-3.5-flash
How many transactions can be made with a disposable card?,disposable_card_limits,Positive,Low,ஒரு டிஸ்போசிபிள் கார்ட் மூலம் எத்தனை பரிவர்த்தனைகளை செய்ய முடியும்?,Oru disposable card vechu ethana transactions panna mudiyum?,completed,gemini-3.5-flash
